timestamp,user_id,value
2023-09-01 00:04:16,U970854,51.49870324128028
2023-09-01 00:07:56,U485449,33.29557594880717
2023-09-01 00:09:08,U755268,99.73906939938891
2023-09-01 00:10:09,U728863,128.26300897146905
2023-09-01 00:22:23,U725628,37.580463036423396
2023-09-01 00:22:29,U986278,34.387673664389006
2023-09-01 00:24:50,U335035,34.00515754771542
2023-09-01 00:31:49,U227439,98.51269238655979
2023-09-01 00:33:31,U809096,34.14386139537381
2023-09-01 00:33:34,U944340,161.90468066770208
2023-09-01 00:33:49,U687416,33.39856655023649
2023-09-01 00:38:03,U357490,33.846171362377795
2023-09-01 00:41:19,U635858,36.99498462862467
2023-09-01 00:44:52,U197723,204.43502845774486
2023-09-01 00:52:28,U451723,36.45951802166887
2023-09-01 00:56:20,U795161,33.500475399789664
2023-09-01 00:57:43,U208609,105.57676326702854
2023-09-01 01:03:45,U862962,34.41176907555232
2023-09-01 01:08:16,U197723,182.54206199899963
2023-09-01 01:08:54,U792780,46.66909080671558
2023-09-01 01:13:32,U646656,195.26860929084478
2023-09-01 01:13:38,U513387,39.053696533547985
2023-09-01 01:29:12,U886439,47.34909561379585
2023-09-01 01:31:00,U646718,59.61699107402207
2023-09-01 01:31:52,U235592,59.79973251542067
2023-09-01 01:32:15,U754455,152.5355597178279
2023-09-01 01:34:22,U151115,213.36617106571433
2023-09-01 01:35:21,U514026,42.11136443114738
2023-09-01 01:46:59,U732390,163.22747059990343
2023-09-01 01:54:00,U825251,84.33373672160306
2023-09-01 01:55:18,U878950,126.12732121867111
2023-09-01 02:11:11,U944340,39.25870992327677
2023-09-01 02:16:37,U927556,50.401044579509716
2023-09-01 02:17:04,U927556,37.104722483577376
2023-09-01 02:19:22,U699588,170.36425338113926
2023-09-01 02:20:25,U557691,44.21888752571344
2023-09-01 02:21:48,U665590,114.28926544371333
2023-09-01 02:28:09,U342666,49.88621642034177
2023-09-01 02:28:17,U149042,34.77079029071205
2023-09-01 02:33:31,U420492,34.91599570834828
2023-09-01 02:37:31,U513387,207.54228663833214
2023-09-01 02:39:00,U270518,45.82121692769868
2023-09-01 02:40:52,U130408,191.02823096224566
2023-09-01 02:41:37,U320129,106.88450140575652
2023-09-01 02:43:25,U853697,38.42036650806101
2023-09-01 02:46:10,U414858,50.72405787943617
2023-09-01 02:55:56,U159883,33.730036397237654
2023-09-01 03:00:05,U912778,172.8499003072635
2023-09-01 03:01:44,U976064,35.01033272077417
2023-09-01 03:02:12,U927556,45.47995367545151
2023-09-01 03:03:41,U464359,47.69766527480562
2023-09-01 03:09:26,U478645,36.32096333700698
2023-09-01 03:29:27,U151115,119.03317379155757
2023-09-01 03:34:08,U562346,84.15998101033637
2023-09-01 03:34:25,U464359,200.34971664432453
2023-09-01 03:34:59,U452876,94.22716102505552
2023-09-01 03:49:35,U206818,33.638427568836754
2023-09-01 03:50:48,U521923,69.5014295565139
2023-09-01 03:54:13,U204981,44.32045151212945
2023-09-01 03:57:02,U910159,56.46887223995003
2023-09-01 04:00:07,U562140,181.51776733657215
2023-09-01 04:09:22,U929859,58.95175859996187
2023-09-01 04:10:47,U135088,60.28259096426487
2023-09-01 04:11:49,U276542,159.70230169384513
2023-09-01 04:12:32,,45.871357451208866
2023-09-01 04:21:51,U828530,34.71022302488783
2023-09-01 04:22:27,U205707,36.08304499190889
2023-09-01 04:26:56,U875774,40.08257893571902
2023-09-01 04:36:30,U637374,112.40265694392238
2023-09-01 04:50:05,U107828,44.855722115789206
2023-09-01 04:51:56,U521923,36.37948165095945
2023-09-01 04:53:43,U818804,36.11861983517399
2023-09-01 04:58:21,U403598,34.70547351756771
2023-09-01 04:58:26,U566517,107.07369102705786
2023-09-01 05:02:03,U415939,38.27061349607036
2023-09-01 05:05:23,U372858,40.86827784804528
2023-09-01 05:12:53,U674728,33.919865967851706
2023-09-01 05:16:35,U942099,34.73926482631988
2023-09-01 05:17:12,U253565,36.21166925708489
2023-09-01 05:20:39,U253838,149.24146678268335
2023-09-01 05:23:17,U549531,97.39051191460528
2023-09-01 05:23:25,U993141,148.53936785933752
2023-09-01 05:25:40,U478645,35.149507174732456
2023-09-01 05:26:45,U549531,56.72568469070312
2023-09-01 05:35:09,U408377,126.58539733771028
2023-09-01 05:45:52,U450455,44.41371735201844
2023-09-01 05:46:54,U650319,48.21100261419696
2023-09-01 05:46:56,U646656,55.71551612737534
2023-09-01 05:47:41,U601020,37.81075838578276
2023-09-01 05:56:14,U455636,105.83011583435284
2023-09-01 06:11:45,U939294,160.10625453488407
2023-09-01 06:12:06,U860468,123.93283134704271
